EMPLOYEE_ID,GENDER,AGE,EDUCATION,EDUCATIONFIELD,COUNTRY,JOBROLE,YEARSATCOMPANY,BUSINESSTRAVEL,DEPARTMENT,ENVIRONMENTSATISFACTION,JOBINVOLVEMENT,JOBLEVEL,JOBSATISFACTION,NUMCOMPANIESWORKED,OVERTIME,PERFORMANCERATING,RELATIONSHIPSATISFACTION,TOTALWORKINGYEARS,TRAININGTIMESLASTYEAR,WORKLIFEBALANCE,YEARSINCURRENTROLE,YEARSSINCELASTPROMOTION,YEARSWITHCURRMANAGER,DISTANCEFROMHQ,AGEWHENHIRED,MARITALSTATUS,PERCENTSALARYHIKE,STOCKOPTIONLEVEL,MONTHLYINCOME,DAILYRATE,HOURLYRATE,WORKLIFEBALANCESCORE,LEADERSHIPSCORE,CULTURESCORE,BENEFITS_LEAVESCORE,COMPENSATIONSCORE,HAPPINESSPERCENT,ATTRITION,MONTHLYINCOME_SDBIN
1772,F,29,Bachelors,Marketing,United States,Sales Executive,10,Travel_Rarely,Sales,Medium,High,Manager,Very High,1,No,Outstanding,Very High,10,3,2,4,1,9,39.6597,23,Married,22,Small Option Plan,7639,254.633333,31.829167,0.785,0.67,0.527,0.634,0.815,0.465002,Yes,0
1773,M,32,Masters,Medical,United States,Sales Executive,14,Travel_Rarely,Sales,Very High,Low,Manager,Very High,1,No,Excellent,High,14,2,2,8,9,8,12.2129,40,Married,11,No Option Plan,10400,346.666667,43.333333,0.763,0.829,0.775,0.505,0.834,0.920988,Yes,0
1774,F,30,Masters,Marketing,United States,Sales Executive,6,Travel_Frequently,Sales,High,Medium,Associate,Low,5,No,Excellent,High,9,5,2,3,0,1,35.7768,30,Single,15,No Option Plan,6696,223.2,27.9,0.691,0.765,0.895,0.634,0.613,0.967332,Yes,0
1775,M,26,Masters,Marketing,United States,Sales Executive,8,Travel_Rarely,Sales,Very High,Medium,Associate,Very High,1,Yes,Excellent,Medium,8,0,3,7,7,4,18.8563,49,Single,12,No Option Plan,5828,194.266667,24.283333,0.745,0.705,0.712,0.626,0.814,0.974466,Yes,0
1776,M,39,Some College,Medical,United States,Sales Executive,1,Travel_Rarely,Sales,Very High,High,Associate,High,4,Yes,Excellent,Low,12,3,2,0,0,0,35.2596,35,Married,18,No Option Plan,5238,174.6,21.825,0.746,0.624,0.708,0.646,0.902,0.974518,Yes,0
1777,F,21,Below College,Technical Degree,United States,Sales Representative,3,Travel_Frequently,Sales,Low,Medium,Junior Associate,Medium,1,Yes,Excellent,High,3,3,3,2,1,2,4.498,50,Single,11,No Option Plan,2174,72.466667,9.058333,0.724,0.659,0.723,0.651,0.732,0.974079,Yes,0
1778,F,33,Bachelors,Marketing,United States,Sales Representative,1,Travel_Rarely,Sales,Very High,High,Junior Associate,High,1,Yes,Excellent,Medium,1,2,3,0,0,0,11.4206,19,Single,13,No Option Plan,2851,95.033333,11.879167,0.73,0.741,0.712,0.695,0.761,0.98285,Yes,0
1779,M,41,Bachelors,Marketing,United States,Sales Executive,8,Travel_Frequently,Sales,Low,High,Associate,Medium,1,No,Excellent,High,8,5,3,7,7,7,9.8718,46,Single,18,No Option Plan,9355,311.833333,38.979167,0.687,0.65,0.668,0.77,0.776,0.946118,Yes,0
1780,F,40,Some College,Marketing,United States,Sales Executive,6,Travel_Rarely,Sales,High,Medium,Associate,High,2,Yes,Excellent,Low,8,6,3,4,1,0,35.8923,40,Married,12,Large Option Plan,6380,212.666667,26.583333,0.375,0.686,0.706,0.783,0.751,0.935353,Yes,0
1781,F,21,Bachelors,Life Sciences,United States,Sales Representative,1,Travel_Rarely,Sales,High,Very High,Junior Associate,Medium,1,No,Excellent,Very High,1,0,3,0,0,0,20.0557,28,Single,15,No Option Plan,2716,90.533333,11.316667,0.853,0.698,0.57,0.836,0.847,0.756748,Yes,0
1782,M,34,Bachelors,Marketing,United States,Sales Executive,5,Non-Travel,Sales,Low,Very High,Associate,Very High,8,Yes,Excellent,Medium,9,3,2,2,0,4,30.1095,32,Single,13,No Option Plan,5304,176.8,22.1,0.897,0.702,0.643,0.651,0.775,0.841733,Yes,0
1783,F,24,Below College,Technical Degree,United States,Sales Representative,5,Travel_Rarely,Sales,Low,High,Junior Associate,Medium,1,Yes,Excellent,Medium,6,4,3,3,1,4,21.5614,46,Single,16,No Option Plan,3202,106.733333,13.341667,0.832,0.672,0.85,0.677,0.792,0.791291,Yes,0
1784,F,34,Some College,Marketing,United States,Sales Representative,2,Travel_Frequently,Sales,Very High,Low,Junior Associate,High,0,No,Excellent,Very High,3,3,2,2,1,0,38.8912,30,Divorced,16,Full Option Plan,2351,78.366667,9.795833,0.813,0.643,0.911,0.81,0.689,0.972073,Yes,0
1785,M,18,Bachelors,Marketing,United States,Sales Representative,0,Travel_Frequently,Sales,Medium,High,Junior Associate,Medium,1,Yes,Excellent,Very High,0,3,3,0,0,0,7.1218,41,Single,14,No Option Plan,1878,62.6,7.825,0.731,0.721,0.752,0.747,0.722,0.937856,Yes,0
1786,F,32,Masters,Other,United States,Sales Executive,4,Non-Travel,Sales,Very High,Very High,Associate,High,8,No,Excellent,Very High,6,2,3,2,1,2,36.6446,36,Married,12,No Option Plan,4707,156.9,19.6125,0.873,0.659,0.698,0.806,0.714,0.95296,Yes,0
1787,F,30,Masters,Life Sciences,United States,Sales Representative,1,Travel_Frequently,Sales,Medium,Medium,Junior Associate,Low,1,No,Excellent,High,1,2,4,0,0,0,33.111,43,Married,18,Full Option Plan,2033,67.766667,8.470833,0.397,0.888,0.899,0.664,0.662,0.929878,Yes,0
1788,M,31,Masters,Medical,United States,Sales Executive,3,Travel_Rarely,Sales,Medium,High,Associate,Low,2,No,Excellent,High,9,2,1,1,1,2,33.9888,44,Divorced,17,No Option Plan,4233,141.1,17.6375,0.832,0.643,0.75,0.769,0.738,0.961685,Yes,0
1789,M,27,Below College,Marketing,United States,Sales Representative,4,Travel_Rarely,Sales,High,High,Junior Associate,Low,0,No,Excellent,Medium,5,3,3,3,0,2,38.098,35,Divorced,11,Full Option Plan,3041,101.366667,12.670833,0.689,0.617,0.824,0.772,0.59,0.489601,Yes,0
1790,M,45,Masters,Life Sciences,United States,Sales Executive,1,Travel_Frequently,Information Technology,Low,High,Associate,Low,2,No,Excellent,Very High,5,4,3,1,0,0,24.1378,21,Married,14,Large Option Plan,4286,142.866667,17.858333,0.873,0.669,0.791,0.712,0.78,0.649832,Yes,0
1791,F,24,Some College,Life Sciences,United States,Sales Executive,2,Travel_Rarely,Information Technology,Low,High,Associate,High,9,No,Excellent,Low,4,3,3,2,2,0,4.1676,20,Single,14,No Option Plan,4577,152.566667,19.070833,0.335,0.653,0.77,0.758,0.845,0.574309,Yes,0
1792,M,50,Some College,Technical Degree,United States,Sales Executive,4,Travel_Frequently,Information Technology,Medium,High,Associate,High,3,Yes,Excellent,Low,18,4,3,3,1,3,34.5568,31,Married,14,Full Option Plan,6796,226.533333,28.316667,0.268,0.61,0.853,0.684,0.675,0.972878,Yes,0
1793,F,47,Some College,Life Sciences,United States,Sales Executive,5,Travel_Frequently,Information Technology,Medium,Very High,Associate,High,4,Yes,Excellent,Very High,8,2,3,4,1,3,24.079,23,Single,12,No Option Plan,6397,213.233333,26.654167,0.328,0.86,0.835,0.691,0.579,0.973121,Yes,0
1794,M,26,Bachelors,Technical Degree,United States,Sales Executive,4,Travel_Rarely,Information Technology,Very High,Medium,Associate,Low,6,No,Excellent,High,6,2,2,3,1,2,39.0208,35,Single,17,No Option Plan,5326,177.533333,22.191667,0.248,0.772,0.888,0.758,0.628,0.852964,Yes,0
1795,F,33,Bachelors,Marketing,United States,Sales Executive,3,Travel_Rarely,Information Technology,Low,High,Associate,Low,5,No,Excellent,High,6,3,3,2,0,2,20.3097,44,Single,15,No Option Plan,5324,177.466667,22.183333,0.746,0.805,0.638,0.566,0.646,0.98371,Yes,0
1796,F,49,Bachelors,Marketing,United States,Sales Executive,9,Travel_Rarely,Sales,High,High,Manager,Very High,1,No,Excellent,Low,9,3,4,8,7,7,35.5219,49,Married,18,Large Option Plan,7654,255.133333,31.891667,0.763,0.844,0.681,0.721,0.771,0.962754,Yes,0
1797,M,55,Below College,Medical,United States,Sales Executive,9,Travel_Rarely,Sales,High,High,Associate,Very High,4,No,Excellent,High,12,3,2,7,7,3,32.8959,20,Single,16,No Option Plan,5160,172,21.5,0.851,0.612,0.783,0.895,0.77,0.861663,Yes,0
1798,F,29,Bachelors,Medical,United States,Sales Representative,3,Travel_Rarely,Sales,Medium,Medium,Junior Associate,High,6,Yes,Excellent,High,5,3,3,2,0,2,30.6207,38,Divorced,19,Small Option Plan,2800,93.333333,11.666667,0.733,0.613,0.806,0.708,0.776,0.726983,Yes,0
1799,F,20,Bachelors,Medical,United States,Sales Representative,2,Travel_Rarely,Operations,High,Medium,Junior Associate,High,1,No,Excellent,Very High,2,3,2,2,0,2,32.2195,21,Single,13,No Option Plan,2044,68.133333,8.516667,0.839,0.741,0.728,0.669,0.783,0.83386,Yes,0
1800,F,25,Some College,Marketing,United States,Sales Representative,1,Travel_Rarely,Operations,High,Medium,Junior Associate,Medium,1,Yes,Excellent,High,1,2,3,0,0,0,27.1787,48,Married,18,Small Option Plan,2413,80.433333,10.054167,0.831,0.686,0.749,0.829,0.722,0.984117,Yes,0
1801,M,19,Bachelors,Other,United States,Sales Representative,1,Travel_Rarely,Operations,Very High,Medium,Junior Associate,Medium,1,Yes,Excellent,Medium,1,3,4,0,0,0,35.0739,24,Single,13,No Option Plan,2121,70.7,8.8375,0.749,0.76,0.783,0.764,0.553,0.989847,Yes,0
1802,M,36,Below College,Life Sciences,United States,Sales Executive,16,Travel_Rarely,Operations,High,Medium,Manager,Very High,1,Yes,Excellent,Low,16,6,3,7,3,7,12.9321,33,Married,11,Full Option Plan,10325,344.166667,43.020833,0.639,0.778,0.829,0.712,0.651,0.966516,Yes,0
1803,M,37,Masters,Life Sciences,United States,Sales Executive,14,Travel_Rarely,Operations,Low,Medium,Manager,High,5,No,Excellent,High,17,2,1,1,11,7,32.3808,46,Married,11,No Option Plan,10609,353.633333,44.204167,0.577,0.869,0.765,0.774,0.677,0.973187,Yes,0
1804,M,40,Bachelors,Life Sciences,United States,Sales Executive,1,Non-Travel,Sales,Medium,Very High,Executive,Medium,4,Yes,Excellent,Very High,22,2,2,0,0,0,27.0228,43,Single,16,No Option Plan,13194,439.8,54.975,0.675,0.755,0.622,0.61,0.757,0.915362,Yes,1
1805,F,26,Some College,Medical,United States,Sales Executive,2,Non-Travel,Sales,Medium,Low,Associate,Low,8,No,Excellent,Very High,7,6,3,2,2,2,25.393,31,Single,18,No Option Plan,4969,165.633333,20.704167,0.75,0.737,0.774,0.858,0.723,0.971093,Yes,0
1806,F,52,Below College,Marketing,United States,Manager,32,Travel_Rarely,Sales,Low,Low,VP to C-Level,Very High,1,No,Excellent,Very High,33,3,3,14,6,9,38.357,44,Married,15,Full Option Plan,19845,661.5,82.6875,0.743,0.769,0.813,0.833,0.583,0.824782,Yes,1
1807,M,20,Bachelors,Marketing,United States,Sales Representative,2,Travel_Frequently,Sales,Very High,High,Junior Associate,Very High,1,Yes,Excellent,Medium,2,3,3,2,0,2,38.4798,28,Single,14,No Option Plan,2323,77.433333,9.679167,0.637,0.765,0.7,0.907,0.712,0.766706,Yes,0
1808,M,35,Bachelors,Technical Degree,United States,Research Scientist,8,Travel_Rarely,Sales,Very High,High,Manager,Low,0,Yes,Outstanding,Low,9,2,3,7,4,7,9.6023,44,Single,22,No Option Plan,9582,319.4,39.925,0.727,0.769,0.838,0.838,0.681,0.912318,Yes,0
1809,F,50,Masters,Other,United States,Sales Executive,0,Travel_Frequently,Sales,Very High,High,Associate,High,3,Yes,Excellent,Very High,7,4,3,0,0,0,33.6109,38,Single,14,No Option Plan,4728,157.6,19.7,0.795,0.787,0.756,0.899,0.713,0.968781,Yes,0
1810,M,33,Masters,Marketing,United States,Sales Executive,5,Travel_Rarely,Sales,Low,High,Associate,Low,0,Yes,Excellent,Low,6,3,3,2,0,3,35.513,49,Single,17,No Option Plan,8224,274.133333,34.266667,0.913,0.63,0.659,0.75,0.782,0.978157,Yes,0
1811,F,29,Below College,Life Sciences,United States,Sales Executive,11,Travel_Rarely,Sales,Very High,Medium,Manager,Low,1,No,Excellent,Low,11,3,1,8,3,10,19.6541,31,Married,13,Full Option Plan,7336,244.533333,30.566667,0.772,0.708,0.558,0.892,0.652,0.983222,Yes,0
1812,M,42,Bachelors,Life Sciences,United States,Sales Executive,21,Travel_Frequently,Sales,High,High,Executive,Low,0,Yes,Excellent,Medium,22,2,2,9,13,14,37.233,36,Single,12,No Option Plan,13758,458.6,57.325,0.747,0.764,0.721,0.899,0.762,0.982659,Yes,1
1813,M,43,Bachelors,Marketing,United States,Sales Executive,4,Travel_Rarely,Sales,Low,Low,Associate,High,8,No,Excellent,Medium,7,2,2,3,1,3,32.992,40,Single,13,No Option Plan,5346,178.2,22.275,0.4,0.75,0.562,0.774,0.844,0.924215,Yes,0
1814,F,25,Below College,Life Sciences,United States,Sales Representative,1,Travel_Frequently,Sales,High,Low,Junior Associate,Very High,1,Yes,Excellent,Very High,1,4,3,0,1,0,33.375,48,Single,14,No Option Plan,1118,37.266667,4.658333,0.619,0.782,0.733,0.747,0.93,0.944955,Yes,-1
1815,F,45,Bachelors,Marketing,United States,Manager,24,Travel_Rarely,Sales,Low,Low,VP to C-Level,Medium,2,Yes,Excellent,Low,26,2,3,10,1,11,24.156,30,Single,16,No Option Plan,18824,627.466667,78.433333,0.694,0.737,0.766,0.726,0.901,0.969895,Yes,1
1816,M,40,Masters,Marketing,United States,Sales Executive,5,Travel_Rarely,Sales,Very High,Medium,Manager,Medium,2,Yes,Excellent,High,9,2,3,4,1,0,23.4763,19,Single,12,No Option Plan,9094,303.133333,37.891667,0.902,0.709,0.709,0.77,0.827,0.949455,Yes,0
1817,M,52,Bachelors,Life Sciences,United States,Sales Executive,8,Travel_Rarely,Sales,Medium,High,Manager,Medium,9,Yes,Excellent,High,10,2,2,7,7,7,13.9769,25,Single,19,No Option Plan,8446,281.533333,35.191667,0.782,0.718,0.669,0.744,0.904,0.796864,Yes,0
1818,F,31,Bachelors,Life Sciences,United States,Sales Representative,3,Travel_Frequently,Sales,Very High,High,Junior Associate,Medium,1,Yes,Excellent,Low,3,2,4,2,2,2,8.5908,46,Single,11,No Option Plan,2302,76.733333,9.591667,0.661,0.699,0.61,0.687,0.613,0.932483,Yes,0
1819,M,55,Masters,Marketing,United States,Sales Executive,19,Travel_Rarely,Sales,Low,Very High,Executive,High,6,Yes,Excellent,High,24,2,2,7,3,8,28.916,35,Single,17,No Option Plan,13695,456.5,57.0625,0.729,0.767,0.669,0.9,0.74,0.917614,Yes,1
1820,F,31,Bachelors,Life Sciences,United States,Sales Representative,1,Travel_Frequently,Sales,High,Medium,Junior Associate,Very High,7,No,Excellent,High,9,3,4,0,0,0,29.4855,40,Single,14,No Option Plan,2785,92.833333,11.604167,0.776,0.581,0.777,0.834,0.704,0.975498,Yes,0
1821,M,35,Masters,Marketing,United States,Sales Executive,4,Travel_Frequently,Sales,Very High,High,Associate,High,0,Yes,Excellent,High,5,0,2,2,3,2,33.0297,20,Married,18,Full Option Plan,4614,153.8,19.225,0.495,0.844,0.714,0.794,0.536,0.578866,Yes,0
1822,M,31,Masters,Life Sciences,United States,Sales Representative,1,Travel_Frequently,Finance,Medium,Low,Junior Associate,High,1,No,Excellent,Medium,1,3,3,0,0,0,14.6736,37,Single,12,No Option Plan,1359,45.3,5.6625,0.611,0.783,0.763,0.835,0.755,0.971771,Yes,-1
1823,F,25,Some College,Life Sciences,United States,Sales Representative,3,Travel_Rarely,Finance,Low,Medium,Junior Associate,Low,3,No,Excellent,Low,6,2,3,2,2,2,9.3164,26,Married,12,No Option Plan,4400,146.666667,18.333333,0.838,0.737,0.659,0.915,0.723,0.908708,Yes,0
1824,M,46,Bachelors,Marketing,United States,Manufacturing Director,7,Travel_Rarely,Finance,Low,High,Manager,Very High,4,No,Excellent,Low,28,1,4,7,4,3,20.692,46,Divorced,11,Full Option Plan,10096,336.533333,42.066667,0.801,0.787,0.636,0.876,0.604,0.957654,Yes,0
1825,M,28,Bachelors,Technical Degree,United States,Sales Representative,3,Travel_Frequently,Finance,Low,High,Junior Associate,High,3,No,Excellent,Very High,8,3,4,2,1,2,37.3867,39,Married,15,Full Option Plan,2909,96.966667,12.120833,0.549,0.682,0.75,0.593,0.888,0.701961,Yes,0
1826,M,29,Bachelors,Technical Degree,United States,Sales Executive,5,Travel_Frequently,Finance,Low,High,Associate,Medium,5,No,Excellent,Low,7,4,1,3,0,0,19.2792,40,Single,11,No Option Plan,5765,192.166667,24.020833,0.817,0.748,0.705,0.813,0.767,0.956104,Yes,0
1827,M,34,Masters,Medical,United States,Sales Executive,15,Travel_Rarely,Sales,Low,Medium,Associate,Medium,0,Yes,Outstanding,High,16,2,4,9,10,10,15.0718,46,Single,23,No Option Plan,4599,153.3,19.1625,0.722,0.726,0.805,0.749,0.748,0.913869,Yes,0
1828,F,30,Bachelors,Life Sciences,United States,Sales Executive,10,Travel_Rarely,Sales,Medium,Medium,Associate,Low,1,No,Excellent,Very High,10,4,3,8,6,7,28.1912,44,Married,11,Full Option Plan,9714,323.8,40.475,0.782,0.678,0.761,0.833,0.741,0.910385,Yes,0
1829,F,18,Some College,Medical,United States,Sales Representative,0,Travel_Frequently,Sales,Medium,High,Junior Associate,Very High,1,Yes,Excellent,High,0,2,4,0,0,0,38.8943,27,Single,12,No Option Plan,1569,52.3,6.5375,0.704,0.753,0.659,0.768,0.656,0.91476,Yes,0
1830,M,35,Bachelors,Medical,United States,Sales Executive,13,Travel_Rarely,Sales,Very High,Medium,Manager,Low,9,No,Excellent,High,15,3,3,12,6,0,32.3069,39,Married,17,No Option Plan,10306,343.533333,42.941667,0.87,0.607,0.721,0.798,0.668,0.943943,Yes,0
1831,M,35,Some College,Medical,United States,Sales Executive,2,Travel_Rarely,Sales,Low,Low,Associate,Very High,6,Yes,Excellent,Very High,7,2,2,2,2,2,24.8067,37,Divorced,14,Large Option Plan,5440,181.333333,22.666667,0.73,0.722,0.613,0.624,0.807,0.974288,Yes,0
1832,F,35,Masters,Other,United States,Sales Executive,11,Travel_Frequently,Sales,Very High,High,Associate,Very High,3,Yes,Outstanding,Low,13,2,4,9,6,7,16.4955,39,Single,24,No Option Plan,4581,152.7,19.0875,0.662,0.578,0.627,0.657,0.834,0.964188,Yes,0
1833,F,48,Some College,Medical,United States,Sales Representative,9,Travel_Frequently,Sales,Very High,High,Junior Associate,High,2,Yes,Excellent,High,19,3,3,7,7,7,32.7707,30,Married,11,Large Option Plan,2655,88.5,11.0625,0.306,0.84,0.774,0.69,0.682,0.559562,Yes,0
1834,M,23,Bachelors,Life Sciences,United States,Sales Representative,3,Travel_Rarely,Information Technology,High,High,Junior Associate,Very High,1,Yes,Outstanding,Medium,3,2,3,2,0,2,37.7939,26,Divorced,21,Full Option Plan,2275,75.833333,9.479167,0.78,0.748,0.657,0.688,0.827,0.755255,Yes,0
1835,M,47,Bachelors,Life Sciences,United States,Sales Executive,23,Travel_Frequently,Information Technology,High,Low,Executive,High,7,No,Excellent,High,25,3,1,5,14,10,37.0364,29,Married,11,No Option Plan,12936,431.2,53.9,0.343,0.812,0.778,0.799,0.814,0.949445,Yes,1
1836,M,36,Doctorate,Marketing,United States,Sales Executive,2,Travel_Rarely,Information Technology,Medium,Medium,Associate,Low,5,Yes,Excellent,Medium,16,3,3,2,2,2,35.3402,34,Divorced,13,Small Option Plan,6134,204.466667,25.558333,0.616,0.642,0.869,0.671,0.889,0.993645,Yes,0
1837,F,32,Some College,Life Sciences,United States,Sales Executive,0,Travel_Rarely,Information Technology,Low,Low,Associate,Medium,6,No,Excellent,Medium,10,2,3,0,0,0,37.2084,31,Single,15,No Option Plan,6735,224.5,28.0625,0.845,0.561,0.755,0.818,0.824,0.590184,Yes,0
1838,M,29,Bachelors,Marketing,United States,Sales Representative,2,Travel_Rarely,Information Technology,Medium,Low,Junior Associate,Medium,1,No,Excellent,High,2,3,3,2,2,2,0.9345,50,Single,13,No Option Plan,2760,92,11.5,0.801,0.56,0.664,0.614,0.75,0.935088,Yes,0
1839,F,33,Bachelors,Life Sciences,United States,Sales Executive,0,Travel_Rarely,Information Technology,Low,High,Manager,Low,2,Yes,Outstanding,High,11,2,2,0,0,0,36.0777,47,Single,20,No Option Plan,8564,285.466667,35.683333,0.79,0.547,0.694,0.734,0.849,0.771274,Yes,0
1840,M,31,Masters,Marketing,United States,Sales Executive,1,Travel_Rarely,Sales,Low,High,Manager,High,2,No,Excellent,Low,10,2,3,0,0,0,17.5802,33,Married,13,Small Option Plan,8161,272.033333,34.004167,0.675,0.726,0.79,0.629,0.758,0.431509,Yes,0
1841,F,21,Below College,Marketing,United States,Sales Representative,1,Travel_Rarely,Sales,Medium,High,Junior Associate,Medium,1,No,Excellent,Medium,1,3,3,0,1,0,32.8114,23,Single,13,No Option Plan,2679,89.3,11.1625,0.794,0.805,0.674,0.732,0.774,0.662036,Yes,0
1842,F,35,Bachelors,Life Sciences,United States,Sales Representative,10,Travel_Rarely,Sales,High,High,Associate,Very High,1,Yes,Excellent,Very High,10,2,3,7,7,7,11.145,41,Single,18,No Option Plan,5813,193.766667,24.220833,0.504,0.765,0.783,0.837,0.796,0.88199,Yes,0
1843,M,32,Masters,Marketing,United States,Sales Executive,2,Travel_Rarely,Sales,High,Medium,Associate,Medium,7,Yes,Excellent,High,7,3,2,2,2,2,7.3836,37,Single,12,No Option Plan,9907,330.233333,41.279167,0.792,0.648,0.787,0.702,0.805,0.979223,Yes,0
1844,F,46,Bachelors,Life Sciences,United States,Sales Representative,8,Travel_Rarely,Sales,High,High,Manager,Medium,5,No,Outstanding,High,14,2,3,7,0,7,32.0478,49,Married,21,Small Option Plan,7314,243.8,30.475,0.216,0.572,0.766,0.672,0.697,0.972806,Yes,0
1845,M,30,Bachelors,Medical,United States,Sales Representative,1,Travel_Rarely,Sales,Medium,High,Junior Associate,Very High,1,No,Excellent,High,7,3,2,0,0,0,38.4046,24,Single,13,No Option Plan,1081,36.033333,4.504167,0.634,0.769,0.723,0.709,0.796,0.959841,Yes,-1
1846,M,29,Bachelors,Technical Degree,United States,Sales Representative,1,Travel_Frequently,Sales,High,Very High,Junior Associate,Low,1,No,Excellent,Very High,1,3,3,0,0,0,23.0436,44,Single,17,No Option Plan,1091,36.366667,4.545833,0.756,0.694,0.765,0.753,0.9,0.979084,Yes,-1
1847,F,28,Some College,Marketing,United States,Sales Executive,2,Travel_Rarely,Sales,Very High,High,Associate,High,3,Yes,Excellent,Very High,6,0,3,0,2,2,26.7541,31,Single,11,No Option Plan,9854,328.466667,41.058333,0.473,0.71,0.796,0.692,0.801,0.973506,Yes,0
1848,M,31,Masters,Marketing,United States,Sales Executive,10,Travel_Frequently,Sales,Low,High,Associate,Very High,1,Yes,Excellent,High,10,4,3,7,0,8,21.4279,34,Married,11,No Option Plan,5617,187.233333,23.404167,0.73,0.801,0.842,0.674,0.691,0.963334,Yes,0
1849,M,53,Masters,Life Sciences,United States,Sales Executive,2,Travel_Rarely,Sales,Low,High,Manager,Low,6,Yes,Excellent,Medium,15,2,2,2,2,2,31.7849,22,Single,13,No Option Plan,10448,348.266667,43.533333,0.814,0.695,0.75,0.674,0.743,0.373318,Yes,0
1850,M,23,Bachelors,Marketing,United States,Sales Representative,1,Travel_Frequently,Operations,Very High,High,Junior Associate,Low,1,No,Excellent,Low,1,3,2,0,1,0,34.8705,40,Married,19,Full Option Plan,1790,59.666667,7.458333,0.776,0.648,0.708,0.709,0.865,0.956704,Yes,0
1851,M,50,Masters,Life Sciences,United States,Sales Executive,6,Travel_Frequently,Operations,Medium,High,Associate,High,7,No,Excellent,Very High,12,3,3,3,0,1,33.1177,19,Divorced,12,Large Option Plan,6728,224.266667,28.033333,0.62,0.766,0.653,0.669,0.808,0.925894,Yes,0
1852,M,50,Bachelors,Marketing,United States,Sales Executive,3,Travel_Rarely,Operations,Very High,Medium,Manager,Low,4,Yes,Excellent,Medium,20,3,3,2,2,0,36.1849,35,Divorced,13,No Option Plan,10854,361.8,45.225,0.801,0.744,0.737,0.669,0.892,0.752432,Yes,1
1853,M,41,Some College,Life Sciences,United States,Sales Executive,6,Travel_Rarely,Operations,Medium,High,Associate,Very High,8,Yes,Excellent,Low,8,0,1,4,0,5,29.0417,49,Single,11,No Option Plan,5993,199.766667,24.970833,0.617,0.748,0.52,0.731,0.766,0.727208,Yes,0
1854,F,36,Masters,Life Sciences,United States,Sales Representative,5,Travel_Rarely,Operations,High,Medium,Junior Associate,Low,7,No,Outstanding,Medium,10,4,3,3,0,3,24.3274,29,Single,23,No Option Plan,3407,113.566667,14.195833,0.66,0.721,0.737,0.763,0.813,0.914797,Yes,0
1855,M,39,Bachelors,Technical Degree,United States,Sales Representative,1,Travel_Rarely,Sales,Very High,High,Associate,Very High,3,No,Excellent,High,19,6,4,0,0,0,35.8546,32,Married,14,No Option Plan,2086,69.533333,8.691667,0.836,0.753,0.803,0.706,0.662,0.918306,Yes,0
1856,M,50,Some College,Marketing,United States,Sales Representative,3,Travel_Rarely,Sales,Low,Medium,Junior Associate,High,1,Yes,Excellent,High,3,2,3,2,0,2,13.7917,41,Married,14,No Option Plan,2683,89.433333,11.179167,0.816,0.748,0.698,0.568,0.67,0.738385,Yes,0
1857,M,46,Some College,Medical,United States,Sales Executive,9,Travel_Rarely,Sales,High,Medium,Manager,Very High,1,No,Excellent,Very High,9,3,3,8,4,7,34.0251,48,Single,16,No Option Plan,9619,320.633333,40.079167,0.454,0.801,0.737,0.797,0.659,0.970951,Yes,0
1858,F,25,Bachelors,Marketing,United States,Sales Executive,6,Travel_Rarely,Sales,High,Medium,Associate,High,1,Yes,Excellent,Very High,6,1,3,4,0,3,23.3508,41,Single,11,No Option Plan,5744,191.466667,23.933333,0.313,0.695,0.829,0.627,0.613,0.981554,Yes,0
1859,F,31,Masters,Life Sciences,United States,Sales Executive,7,Travel_Rarely,Sales,Medium,Low,Associate,High,4,Yes,Excellent,Medium,12,3,2,7,7,7,9.6919,37,Married,18,No Option Plan,6172,205.733333,25.716667,0.873,0.623,0.845,0.631,0.774,0.969724,Yes,0
1860,M,19,Below College,Marketing,United States,Sales Representative,0,Travel_Rarely,Sales,Very High,High,Junior Associate,High,1,Yes,Excellent,Very High,0,2,2,0,0,0,38.7337,38,Single,19,No Option Plan,1675,55.833333,6.979167,0.652,0.626,0.827,0.869,0.728,0.873771,Yes,0
1861,M,31,Bachelors,Life Sciences,United States,Sales Executive,2,Travel_Rarely,Information Technology,Medium,Low,Associate,High,3,Yes,Excellent,High,4,2,3,2,2,2,38.9185,45,Married,11,Full Option Plan,4559,151.966667,18.995833,0.827,0.546,0.748,0.778,0.702,0.984351,Yes,0
1862,M,19,Below College,Technical Degree,United States,Sales Representative,0,Travel_Frequently,Information Technology,High,Low,Junior Associate,Low,0,No,Outstanding,Low,1,5,4,0,0,0,38.5225,46,Single,21,No Option Plan,2325,77.5,9.6875,0.93,0.783,0.745,0.749,0.787,0.985641,Yes,0
1863,M,41,Some College,Marketing,United States,Sales Representative,4,Travel_Rarely,Information Technology,Medium,High,Junior Associate,Medium,1,Yes,Outstanding,Very High,6,5,2,3,0,2,37.127,45,Single,22,No Option Plan,3140,104.666667,13.083333,0.691,0.844,0.651,0.755,0.756,0.981752,Yes,0
1864,M,29,Bachelors,Marketing,United States,Sales Executive,10,Travel_Rarely,Information Technology,Medium,High,Manager,Very High,1,No,Outstanding,Very High,10,3,2,4,1,9,23.0238,23,Married,22,Small Option Plan,7639,254.633333,31.829167,0.863,0.83,0.829,0.664,0.659,0.969018,Yes,0
